Result Number,Satellite,Date,Beam Mode,Polarization,Type,Image Info,Metadata,Download Link,Sequence ID,Footprint
290,RADARSAT-1,2011-06-12T18:59:22 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4795074" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/6/RS1_B0610341_SCWA_20110612_225922_HH_SCW01F.tif,4795074,-83.924195 54.801212 -75.289823 55.736152 -76.237383 59.629042 -85.815356 58.658221 -83.924195 54.801212 
291,RADARSAT-1,2011-06-12T18:58:07 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4795002" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/6/RS1_A0610341_SCWA_20110612_225807_HH_SCW01F.tif,4795002,-82.098787 50.410942 -74.312547 51.321427 -75.402195 56.139362 -84.106717 55.202692 -82.098787 50.410942 
292,RADARSAT-1,2011-06-09T07:20:22 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4795017" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/6/RS1_A0610395_SCWA_20110609_112022_HH_SCW01F.tif,4795017,-70.898151 57.141624 -80.114251 58.096739 -81.265857 53.131691 -73.115276 52.211394 -70.898151 57.141624 
293,RADARSAT-1,2011-06-05T07:36:44 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4795025" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/6/RS1_A0610446_SCWA_20110605_113644_HH_SCW01F.tif,4795025,-74.379024 58.590959 -83.951849 59.557794 -85.106664 54.726092 -76.670001 53.800372 -74.379024 58.590959 
294,RADARSAT-1,2011-05-29T07:40:55 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4794664" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/5/RS1_A0609818_SCWA_20110529_114055_HH_SCW01F.tif,4794664,-75.405449 58.643360 -85.017472 59.611996 -86.087646 55.141014 -77.544556 54.211405 -75.405449 58.643360 
295,RADARSAT-1,2011-05-23T07:16:47 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4794523" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/5/RS1_B0609614_SCWA_20110523_111647_HH_SCW01F.tif,4794523,-71.089584 54.898728 -79.602737 55.810030 -79.924568 54.404738 -71.697100 53.502007 -71.089584 54.898728 
296,RADARSAT-1,2011-05-23T07:15:34 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4794558" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/5/RS1_A0609614_SCWA_20110523_111534_HH_SCW01F.tif,4794558,-68.842654 59.116965 -78.595531 60.092140 -79.762170 55.250498 -71.190316 54.319325 -68.842654 59.116965 
297,RADARSAT-1,2011-05-22T19:11:50 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4794455" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/5/RS1_B0609983_SCWA_20110522_231150_HH_SCW01F.tif,4794455,-86.858699 54.449185 -78.383103 55.371741 -79.555650 60.162978 -89.190145 59.196279 -86.858699 54.449185 
298,RADARSAT-1,2011-05-22T19:10:35 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4760928" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/5/RS1_A0609983_SCWA_20110522_231035_HH_SCW01F.tif,4760928,-85.096278 50.054918 -77.420589 50.958892 -78.508046 55.776522 -87.076852 54.847792 -85.096278 50.054918 
299,RADARSAT-1,2011-02-26T17:50:51 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4793476" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/2/RS1_B0607577_SCWA_20110226_225051_HH_SCW01F.tif,4793476,-81.832022 54.905360 -73.209325 55.835788 -74.391811 60.635156 -84.217518 59.657779 -81.832022 54.905360 
300,RADARSAT-1,2011-02-26T17:49:35 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4793470" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/2/RS1_A0607577_SCWA_20110226_224935_HH_SCW01F.tif,4793470,-80.009292 50.528553 -72.245754 51.433669 -73.336273 56.245078 -82.018021 55.313766 -80.009292 50.528553 
301,RADARSAT-1,2011-02-12T17:59:11 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4793316" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/2/RS1_B0607306_SCWA_20110212_225911_HH_SCW01F.tif,4793316,-83.920442 54.888380 -75.296739 55.819347 -76.479388 60.620911 -86.306069 59.642996 -83.920442 54.888380 
302,RADARSAT-1,2011-02-12T17:57:56 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4793314" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/2/RS1_A0607306_SCWA_20110212_225756_HH_SCW01F.tif,4793314,-82.095384 50.503908 -74.331722 51.409554 -75.422458 56.223585 -84.104077 55.291771 -82.095384 50.503908 
303,RADARSAT-1,2011-01-06T17:38:41 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4792931" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/1/RS1_D0606592_SCWA_20110106_223841_HH_SCW01F.tif,4792931,-79.551931 56.662990 -70.574619 57.608000 -71.046894 59.491476 -80.500991 58.527170 -79.551931 56.662990 
304,RADARSAT-1,2011-01-06T17:37:25 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4792928" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2011/1/RS1_C0606592_SCWA_20110106_223725_HH_SCW01F.tif,4792928,-77.592163 52.273563 -69.513749 53.189793 -70.643214 57.997285 -79.740826 57.046867 -77.592163 52.273563 
305,RADARSAT-1,2010-12-30T06:16:02 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4628431" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/12/RS1_A0606320_SCWA_20101230_111602_HH_SCW01F.tif,4628431,-69.995570 56.891804 -79.091141 57.839532 -80.215555 52.994743 -72.140743 52.080012 -69.995570 56.891804 
306,RADARSAT-1,2010-12-23T17:46:28 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4628345" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/12/RS1_A0606094_SCWA_20101223_224628_HH_SCW01F.tif,4628345,-80.569126 54.289403 -72.001458 55.224361 -73.178209 60.077849 -82.927932 59.098144 -80.569126 54.289403 
307,RADARSAT-1,2010-12-16T17:50:51 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4626011" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/12/RS1_D0605858_SCWA_20101216_225051_HH_SCW01F.tif,4626011,-81.933309 54.918156 -73.353427 55.851016 -73.689476 57.247082 -82.580690 56.302937 -81.933309 54.918156 
308,RADARSAT-1,2010-12-16T17:49:35 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4628259" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/12/RS1_C0605858_SCWA_20101216_224935_HH_SCW01F.tif,4628259,-80.093452 50.522406 -72.294828 51.435119 -73.391839 56.251337 -82.113437 55.311522 -80.093452 50.522406 
309,RADARSAT-1,2010-11-28T06:48:27 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4628011" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605280_SCWA_20101128_114827_HH_SCW.tif,4628011,-76.074478 60.826347 -86.534200 61.850078 -88.757425 52.610242 -80.556250 51.672133 -76.074478 60.826347 
310,RADARSAT-1,2010-11-25T18:04:44 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627991" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605507_SCWA_20101125_230205_HH_SCW.tif,4627991,-83.142697 50.425592 -75.296978 51.340117 -77.479267 60.635758 -87.394653 59.650411 -83.142697 50.425592 
311,RADARSAT-1,2010-11-25T06:37:24 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627975" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605483_SCWA_20101125_113724_HH_SCW.tif,4627975,-75.985894 55.442219 -84.679628 56.369058 -85.758778 51.598342 -77.981858 50.697453 -75.985894 55.442219 
312,RADARSAT-1,2010-11-25T06:34:59 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627976" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605484_SCWA_20101125_113459_HH_SCW.tif,4627976,-70.981292 63.785739 -82.553181 64.864931 -84.937131 55.642492 -76.119467 54.685981 -70.981292 63.785739 
313,RADARSAT-1,2010-11-22T17:52:11 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627943" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605114_SCWA_20101122_224932_HH_SCW.tif,4627943,-80.059100 50.677308 -72.160531 51.591747 -74.344375 60.894706 -84.350775 59.907825 -80.059100 50.677308 
314,RADARSAT-1,2010-11-22T06:24:50 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627932" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605084_SCWA_20101122_112450_HH_SCW.tif,4627932,-72.870772 55.302142 -81.584297 56.233239 -82.689311 51.320128 -74.914100 50.415100 -72.870772 55.302142 
315,RADARSAT-1,2010-11-22T06:22:23 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627935" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605083_SCWA_20101122_112223_HH_SCW.tif,4627935,-67.854919 63.731811 -79.423047 64.811647 -81.843458 55.407853 -73.062925 54.451461 -67.854919 63.731811 
316,RADARSAT-1,2010-11-21T18:22:34 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627926" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605073_SCWA_20101121_231957_HH_SCW.tif,4627926,-88.885906 54.290303 -80.261033 55.225225 -82.574367 64.374044 -93.820381 63.328731 -88.885906 54.290303 
317,RADARSAT-1,2010-11-21T06:51:48 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627921" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605398_SCWA_20101121_115148_HH_SCW.tif,4627921,-75.284631 63.578150 -86.811867 64.657781 -89.228539 55.231022 -80.469519 54.273375 -75.284631 63.578150 
318,RADARSAT-1,2010-11-19T17:40:46 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627915" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605041_SCWA_20101119_223810_HH_SCW.tif,4627915,-78.721689 55.034017 -69.932678 55.974456 -72.283075 65.089647 -83.817931 64.029250 -78.721689 55.034017 
319,RADARSAT-1,2010-11-18T18:10:07 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627909" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605003_SCWA_20101118_230728_HH_SCW.tif,4627909,-85.948608 54.756417 -77.239631 55.694053 -79.624464 64.956958 -91.080086 63.899872 -85.948608 54.756417 
320,RADARSAT-1,2010-11-18T18:07:38 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627906" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605002_SCWA_20101118_230617_HH_SCW.tif,4627906,-84.225489 50.612917 -76.445014 51.518472 -77.519400 56.256572 -86.206861 55.325036 -84.225489 50.612917 
321,RADARSAT-1,2010-11-18T06:41:33 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627899" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605293_SCWA_20101118_114133_HH_SCW.tif,4627899,-76.997050 55.509456 -85.731550 56.438394 -86.813167 51.647317 -79.005389 50.744558 -76.997050 55.509456 
322,RADARSAT-1,2010-11-18T06:39:06 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627900" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0605292_SCWA_20101118_113906_HH_SCW.tif,4627900,-71.945911 63.895156 -83.567694 64.976664 -85.972256 55.687181 -77.141667 54.730328 -71.945911 63.895156 
323,RADARSAT-1,2010-11-15T17:56:21 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627877" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0604919_SCWA_20101115_225342_HH_SCW.tif,4627877,-81.081050 50.612317 -73.194958 51.526461 -75.366903 60.792872 -85.341006 59.807397 -81.081050 50.612317 
324,RADARSAT-1,2010-11-14T06:57:24 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627872" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0604838_SCWA_20101114_115724_HH_SCW.tif,4627872,-79.537519 58.847964 -89.152867 59.811969 -90.302303 55.015886 -81.831208 54.093469 -79.537519 58.847964 
325,RADARSAT-1,2010-11-12T17:44:53 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627853" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0604812_SCWA_20101112_224215_HH_SCW.tif,4627853,-79.552775 54.532436 -70.877917 55.469100 -73.235269 64.713192 -84.612139 63.660914 -79.552775 54.532436 
326,RADARSAT-1,2010-11-12T06:15:53 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627847" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_A0605127_SCWA_20101112_111553_HH_SCW01F.tif,4627847,-69.885269 57.217471 -79.054315 58.163417 -80.173019 53.344440 -72.039886 52.432113 -69.885269 57.217471 
327,RADARSAT-1,2010-11-11T06:45:22 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4627833" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_N0604767_SCWA_20101111_114522_HH_SCW.tif,4627833,-77.366369 56.900375 -86.478031 57.846414 -87.614481 52.919431 -79.540853 52.006306 -77.366369 56.900375 
328,RADARSAT-1,2010-11-08T06:33:08 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4625018" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_C0605030_SCWA_20101108_113308_HH_SCW01F.tif,4625018,-74.836225 55.657994 -83.583094 56.586942 -84.685486 51.726230 -76.882927 50.824429 -74.836225 55.657994 
329,RADARSAT-1,2010-11-08T06:31:53 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4552975" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2010/11/RS1_B0605030_SCWA_20101108_113153_HH_SCW01F.tif,4552975,-72.611135 60.002703 -82.552604 60.980238 -83.742562 56.145561 -75.041228 55.216415 -72.611135 60.002703 
